id_product,order_date,product_quantity,product_price,entry_date
3674,2020-01-08,1.0,551.988,2018-12-04
3674,2020-01-13,1.0,551.988,2018-12-04
3674,2020-01-23,1.0,551.988,2018-12-04
3674,2020-01-28,1.0,551.988,2018-12-04
3674,2020-02-16,1.0,607.1868,2018-12-04
3674,2020-02-21,1.0,607.1868,2018-12-04
3674,2020-03-06,1.0,607.1868,2018-12-04
3674,2020-03-08,1.0,607.1868,2018-12-04
3674,2020-03-09,1.0,607.1868,2018-12-04
3674,2020-03-14,1.0,607.1868,2018-12-04
3674,2020-04-12,1.0,607.1868,2018-12-04
3674,2020-04-20,1.0,607.1868,2018-12-04
3674,2020-04-23,2.0,607.1868,2018-12-04
3674,2020-04-26,1.0,607.1868,2018-12-04
3674,2020-05-07,1.0,607.1868,2018-12-04
3674,2020-05-15,1.0,607.1868,2018-12-04
3674,2020-05-17,1.0,610.743802,2018-12-04
3674,2020-06-08,1.0,610.743802,2018-12-04
3674,2020-06-25,1.0,610.743802,2018-12-04
3674,2020-09-06,1.0,555.221638,2018-12-04
3674,2020-09-11,1.0,555.221638,2018-12-04
3674,2020-09-18,1.0,555.221638,2018-12-04
3674,2020-09-20,1.0,555.221638,2018-12-04
3674,2020-09-23,1.0,555.221638,2018-12-04
3674,2020-09-26,1.0,555.221638,2018-12-04
3674,2020-10-08,1.0,555.221638,2018-12-04
3674,2020-10-11,1.0,555.221638,2018-12-04
3674,2020-11-04,1.0,555.221638,2018-12-04
3674,2020-11-23,1.0,555.221638,2018-12-04
3674,2020-11-25,1.0,555.221638,2018-12-04
3674,2020-11-29,1.0,555.221638,2018-12-04
3674,2020-12-07,1.0,333.801653,2018-12-04
3675,2020-03-09,1.0,408.181818,2018-12-04
3675,2020-05-03,1.0,408.181818,2018-12-04
3675,2020-05-17,1.0,408.181818,2018-12-04
3675,2020-06-13,1.0,408.181818,2018-12-04
3675,2020-08-22,1.0,408.181818,2018-12-04
3675,2020-11-02,1.0,371.07438,2018-12-04
3676,2020-02-26,1.0,495.454545,2018-12-04
3676,2020-03-31,1.0,495.454545,2018-12-04
3676,2020-04-19,1.0,495.454545,2018-12-04
3676,2020-11-04,1.0,450.413223,2018-12-04
3677,2020-03-02,1.0,540.909091,2018-12-04
3677,2020-05-15,1.0,540.909091,2018-12-04
3677,2020-06-21,1.0,540.909091,2018-12-04
3677,2020-11-03,1.0,491.735537,2018-12-04
3677,2020-11-10,1.0,491.735537,2018-12-04
3678,2019-11-03,1.0,281.988,2018-12-04
3678,2020-09-19,1.0,281.988,2018-12-04
3678,2020-11-17,1.0,281.988,2018-12-04
3678,2021-01-12,2.0,281.988,2018-12-04
3680,2020-08-15,1.0,995.454546,2018-12-04
3680,2020-11-28,1.0,904.958678,2018-12-04
3684,2019-08-22,1.0,511.7385,2018-12-04
3684,2019-08-26,1.0,511.7385,2018-12-04
3684,2020-02-01,1.0,614.0862,2018-12-04
3684,2020-02-10,1.0,614.0862,2018-12-04
3684,2020-02-10,1.0,614.0862,2018-12-04
3684,2020-04-04,1.0,675.49482,2018-12-04
3684,2020-08-14,1.0,675.49482,2018-12-04
3684,2020-08-19,1.0,675.49482,2018-12-04
3684,2020-11-15,1.0,614.0862,2018-12-04
3685,2020-04-22,1.0,448.7868,2018-12-04
3686,2020-02-15,1.0,283.461818,2018-12-04
3686,2020-03-03,1.0,283.461818,2018-12-04
3688,2020-01-22,1.0,269.988,2018-12-04
3688,2020-04-02,1.0,296.9868,2018-12-04
3689,2020-11-07,1.0,305.988,2018-12-04
3689,2020-11-27,1.0,305.988,2018-12-04
3691,2020-05-01,1.0,343.1868,2018-12-04
3694,2020-11-07,1.0,676.1862,2018-12-04
3700,2019-01-23,1.0,349.99,2018-12-04
3711,2019-05-22,1.0,366.83735,2018-12-04
3711,2019-06-21,1.0,366.83735,2018-12-04
3711,2019-10-29,1.0,347.988,2018-12-04
3711,2019-11-23,1.0,347.988,2018-12-04
3711,2019-12-18,1.0,347.988,2018-12-04
3711,2020-01-03,1.0,347.988,2018-12-04
3711,2020-01-24,1.0,347.988,2018-12-04
3711,2020-01-27,1.0,347.988,2018-12-04
3711,2020-01-30,1.0,347.988,2018-12-04
3711,2020-02-02,1.0,347.988,2018-12-04
3711,2020-02-07,1.0,383.471074,2018-12-04
3711,2020-03-12,1.0,421.818181,2018-12-04
3711,2020-03-23,1.0,421.818181,2018-12-04
3711,2020-07-16,1.0,421.818181,2018-12-04
3711,2020-10-20,1.0,383.471074,2018-12-04
3717,2019-11-28,1.0,277.2,2018-12-04
3719,2020-04-28,1.0,303.5868,2018-12-04
3719,2020-06-08,1.0,303.5868,2018-12-04
3722,2019-10-27,1.0,402.25482,2018-12-04
3725,2020-02-16,1.0,382.7868,2018-12-04
3726,2019-11-06,1.0,407.988,2018-12-04
3726,2019-12-15,1.0,407.988,2018-12-04
3726,2020-01-17,1.0,407.988,2018-12-04
3726,2020-01-23,1.0,407.988,2018-12-04
3726,2020-02-18,1.0,448.7868,2018-12-04
3726,2020-02-20,1.0,448.7868,2018-12-04
3727,2020-09-11,1.0,755.988,2018-12-04
3729,2020-01-18,1.0,524.3862,2018-12-04
3732,2019-11-05,1.0,476.0862,2018-12-04
3737,2019-11-26,1.0,197.988,2018-12-04
3741,2019-06-26,1.0,528.9885,2018-12-04
3741,2019-10-27,1.0,551.988,2018-12-04
3741,2020-01-22,1.0,551.988,2018-12-04
3741,2020-06-08,1.0,607.1868,2018-12-04
3741,2020-08-29,1.0,577.68595,2018-12-04
3741,2020-11-22,1.0,523.966942,2018-12-04
3741,2021-01-18,1.0,523.966942,2018-12-04
3745,2020-04-26,1.0,151.7868,2018-12-04
3749,2019-07-05,1.0,496.0,2018-12-04
3749,2019-07-08,1.0,496.0,2018-12-04
3749,2019-07-31,1.0,510.0,2018-12-04
3749,2019-11-16,1.0,612.0,2018-12-04
3749,2020-09-11,1.0,612.0,2018-12-04
3749,2020-11-07,1.0,612.0,2018-12-04
3751,2019-02-28,3.0,297.26235,2018-12-04
3751,2019-07-08,1.0,297.26235,2018-12-04
3751,2020-09-14,1.0,367.0,2018-12-04
3753,2020-09-21,1.0,676.1862,2018-12-04
3753,2020-11-02,1.0,676.1862,2018-12-04
3757,2020-06-25,1.0,409.1868,2018-12-04
3758,2020-09-22,1.0,750.563486,2018-12-04
3758,2020-11-05,1.0,750.563486,2018-12-04
3758,2020-11-08,1.0,750.563486,2018-12-04
3758,2021-01-25,1.0,750.563486,2018-12-04
3765,2020-05-16,1.0,719.3868,2018-12-04
3765,2020-05-18,1.0,719.3868,2018-12-04
3765,2020-06-26,1.0,719.3868,2018-12-04
3766,2019-06-23,1.0,528.9885,2018-12-04
3766,2019-12-07,1.0,667.0,2018-12-04
3766,2019-12-22,1.0,667.0,2018-12-04
3766,2020-01-10,1.0,667.0,2018-12-04
3766,2020-02-13,1.0,733.7,2018-12-04
3766,2020-03-06,1.0,733.7,2018-12-04
3767,2019-09-01,1.0,482.9885,2018-12-04
3772,2019-11-27,1.0,579.5862,2018-12-04
3772,2019-12-09,1.0,579.5862,2018-12-04
3782,2020-01-18,1.0,755.988,2018-12-04
3786,2018-11-28,1.0,749.99,2018-12-04
3809,2019-11-27,1.0,432.61482,2018-12-04
3809,2021-01-21,1.0,432.61482,2018-12-04
3810,2019-08-04,1.0,425.4885,2018-12-04
3811,2019-09-01,1.0,604.166667,2018-12-04
3811,2019-11-28,1.0,725.0,2018-12-04
3811,2019-11-29,1.0,725.0,2018-12-04
3811,2020-08-07,1.0,797.5,2018-12-04
3811,2020-10-18,1.0,725.0,2018-12-04
3813,2020-08-29,1.0,448.7868,2018-12-04
3816,2020-09-03,1.0,671.988,2018-12-04
3817,2020-01-22,1.0,265.63482,2018-12-04
3819,2020-11-23,1.0,931.4862,2018-12-04
3819,2020-11-28,1.0,931.4862,2018-12-04
3825,2020-11-06,1.0,1152.2862,2018-12-04
3826,2020-06-11,1.0,1229.5648199999998,2018-12-04
3826,2020-06-18,1.0,1229.5648199999998,2018-12-04
3829,2019-10-24,1.0,1352.3862,2018-12-04
3829,2020-01-17,1.0,1352.3862,2018-12-04
3848,2020-05-24,1.0,531.28482,2018-12-04
3848,2020-09-10,1.0,482.9862,2018-12-04
3849,2020-01-23,1.0,869.3862,2018-12-04
3857,2020-02-13,1.0,1280.3868,2018-12-04
3865,2019-02-05,1.0,390.9885,2018-12-04
3865,2019-02-17,1.0,390.9885,2018-12-04
3866,2020-01-23,1.0,653.988,2018-12-04
3873,2019-12-19,1.0,676.1862,2018-12-04
3874,2020-10-26,1.0,676.1862,2018-12-04
3886,2019-06-29,1.0,1126.9885,2018-12-04
3886,2019-11-11,1.0,1175.988,2018-12-04
3886,2020-04-06,1.0,1293.5868,2018-12-04
3899,2020-08-09,2.0,230.9868,2018-12-04
3899,2020-10-23,1.0,209.988,2018-12-04
3910,2020-11-22,1.0,209.988,2018-12-04
3912,2019-12-01,1.0,137.988,2018-12-04
3912,2020-02-24,1.0,151.7868,2018-12-04
3912,2020-04-16,1.0,151.7868,2018-12-04
3912,2020-07-27,1.0,151.7868,2018-12-04
3912,2020-08-06,1.0,151.7868,2018-12-04
3912,2020-08-29,1.0,151.7868,2018-12-04
3912,2020-11-08,1.0,137.988,2018-12-04
3920,2019-08-13,1.0,158.11235,2018-12-04
3920,2020-05-31,1.0,164.9868,2018-12-04
3924,2019-06-08,1.0,170.76235,2018-12-04
3925,2019-02-17,1.0,158.11235,2018-12-04
3932,2020-02-05,2.0,215.988,2018-12-04
3943,2020-07-23,1.0,323.3868,2018-12-04
3943,2020-07-25,1.0,323.3868,2018-12-04
3949,2019-07-31,1.0,402.4885,2018-12-04
3950,2019-07-31,1.0,402.4885,2018-12-04
3952,2020-11-15,1.0,96.39,2018-12-04
3955,2019-12-05,1.0,96.39,2018-12-04
3959,2020-02-02,2.0,96.39,2018-12-04
3960,2020-11-17,1.0,96.39,2018-12-04
3962,2020-11-17,1.0,209.988,2018-12-04
3963,2020-11-15,1.0,251.79,2018-12-04
3971,2021-01-14,1.0,203.988,2018-12-04
3972,2020-02-16,1.0,666.5868,2018-12-04
4011,2019-11-30,2.0,89.988,2018-12-04
4011,2020-03-03,1.0,98.9868,2018-12-04
4011,2020-03-07,1.0,98.9868,2018-12-04
4011,2020-03-22,1.0,98.9868,2018-12-04
4011,2020-04-26,1.0,98.9868,2018-12-04
4011,2020-05-09,1.0,98.9868,2018-12-04
4011,2020-05-20,1.0,98.9868,2018-12-04
4024,2019-11-11,1.0,503.988,2018-12-04
4156,2020-11-01,1.0,317.988,2018-12-04
4166,2020-06-04,1.0,303.5868,2018-12-04
4166,2021-01-21,1.0,275.988,2018-12-04
4170,2019-02-28,1.0,101.18735,2018-12-04
4171,2020-03-04,2.0,781.75482,2018-12-04
4173,2019-07-17,1.0,164.43735,2018-12-04
4173,2019-12-07,1.0,197.32482,2018-12-04
4173,2020-03-06,1.0,217.057302,2018-12-04
4173,2020-04-14,1.0,217.057302,2018-12-04
4173,2020-04-21,1.0,217.057302,2018-12-04
4176,2020-05-06,1.0,349.7868,2018-12-04
4192,2019-09-09,1.0,1356.9885,2018-12-04
4195,2020-09-19,1.0,469.1862,2018-12-04
4196,2020-01-13,1.0,662.3862,2018-12-04
4198,2020-07-10,1.0,1268.181818,2018-12-04
4200,2019-11-30,1.0,899.988,2018-12-04
4200,2020-05-01,1.0,989.9868,2018-12-04
4232,2020-05-16,1.0,576.82482,2018-12-04
4244,2020-01-28,1.0,333.94482,2018-12-04
4252,2019-09-24,1.0,580.7385,2018-12-04
4261,2020-04-04,1.0,310.1868,2018-12-04
4261,2020-04-09,1.0,310.1868,2018-12-04
4265,2020-01-28,1.0,132.0,2018-12-04
4271,2019-08-11,1.0,120.75,2018-12-04
4271,2019-10-28,1.0,144.9,2018-12-04
4271,2020-06-01,1.0,159.39,2018-12-04
4273,2020-11-06,1.0,22.638,2018-12-04
4281,2019-12-30,1.0,29.358,2018-12-04
4282,2019-09-01,1.0,24.465,2018-12-04
4283,2019-12-30,1.0,38.740363,2018-12-04
4283,2020-09-27,1.0,38.740363,2018-12-04
4285,2019-08-10,2.0,34.965,2018-12-04
4286,2019-11-30,2.0,47.988,2018-12-04
4289,2020-11-18,1.0,1464.0,2018-12-04
4321,2020-01-12,1.0,144.19482,2018-12-04
4337,2019-08-18,1.0,145.46235,2018-12-04
4341,2020-06-29,1.0,192.010302,2018-12-04
4390,2020-06-29,1.0,283.849302,2018-12-04
4428,2019-10-02,1.0,101.18735,2018-12-04
4428,2020-11-08,1.0,121.42482,2018-12-04
4430,2020-02-01,1.0,121.42482,2018-12-04
4430,2020-05-23,1.0,133.567302,2018-12-04
4436,2020-01-28,1.0,186.9,2018-12-04
4437,2019-12-04,1.0,96.39,2018-12-04
4437,2020-08-30,1.0,106.029,2018-12-04
4437,2020-09-26,1.0,96.39,2018-12-04
4438,2020-08-09,1.0,214.83,2018-12-04
4440,2020-01-12,1.0,275.988,2018-12-04
4442,2019-11-26,1.0,215.988,2018-12-04
4458,2020-01-17,1.0,347.988,2018-12-04
4458,2020-08-08,1.0,382.7868,2018-12-04
4458,2020-09-30,1.0,347.988,2018-12-04
4459,2020-06-03,1.0,336.5868,2018-12-04
4482,2020-04-04,1.0,350.641302,2018-12-04
4495,2020-08-22,1.0,244.1868,2018-12-04
4498,2020-03-05,1.0,226.149,2018-12-04
4503,2020-03-14,1.0,143.22,2018-12-04
4506,2020-01-11,1.0,241.5,2018-12-04
4512,2019-07-27,1.0,202.825,2018-12-04
4515,2019-08-14,2.0,97.825,2018-12-04
4525,2018-11-14,1.0,144.99,2018-12-04
4525,2018-11-18,1.0,144.99,2018-12-04
4525,2020-04-04,1.0,226.149,2018-12-04
4618,2019-02-23,1.0,885.4885,2018-12-04
4618,2019-03-02,1.0,885.4885,2018-12-04
4618,2019-03-02,1.0,885.4885,2018-12-04
4618,2019-03-16,1.0,885.4885,2018-12-04
4699,2019-08-05,1.0,459.9885,2018-12-04
4713,2020-11-21,1.0,220.09482000000003,2018-12-04
4745,2019-11-16,1.0,538.1862,2018-12-04
4789,2019-08-01,2.0,192.325,2018-12-04
4789,2019-09-10,1.0,192.325,2018-12-04
4789,2019-11-08,1.0,230.79,2018-12-04
4789,2020-06-24,1.0,253.869,2018-12-04
4789,2020-09-09,1.0,230.79,2018-12-04
4791,2020-12-21,1.0,159.37482,2018-12-04
4792,2020-03-30,1.0,54.516,2018-12-04
4792,2020-04-04,1.0,54.516,2018-12-04
4792,2020-06-24,1.0,54.516,2018-12-04
4792,2020-11-23,1.0,49.56,2018-12-04
4795,2020-06-28,1.0,91.476,2018-12-04
4796,2020-07-25,1.0,99.33,2018-12-04
4799,2019-11-25,1.0,192.99,2018-12-04
4808,2019-07-30,1.0,192.325,2018-12-04
4809,2020-07-12,1.0,55.3938,2018-12-04
4809,2021-01-23,1.0,50.358,2018-12-04
4845,2021-02-01,1.0,230.79,2018-12-04
4900,2020-10-30,1.0,499.8,2018-12-04
4900,2020-11-16,1.0,499.8,2018-12-04
4948,2019-11-12,1.0,335.58,2018-12-04
4953,2020-06-19,1.0,129.129,2018-12-04
4954,2020-06-19,3.0,180.18,2018-12-04
4957,2019-11-30,1.0,302.4,2018-12-04
4957,2020-01-30,2.0,302.4,2018-12-04
4971,2020-05-10,1.0,153.384,2018-12-04
4971,2020-05-31,1.0,153.384,2018-12-04
4971,2020-07-28,1.0,153.384,2018-12-04
4971,2020-08-23,1.0,153.384,2018-12-04
4995,2019-06-06,1.0,941.5,2018-12-04
5000,2019-03-17,1.0,1291.5,2018-12-04
5000,2020-11-23,1.0,1549.8,2018-12-04
5007,2019-12-31,1.0,83.58,2018-12-04
5007,2020-01-17,1.0,83.58,2018-12-04
5007,2020-02-10,1.0,83.58,2018-12-04
5007,2020-04-12,1.0,91.938,2018-12-04
5008,2020-11-29,1.0,415.8,2018-12-04
5026,2019-05-21,1.0,113.83735,2018-12-04
5026,2019-06-07,1.0,113.83735,2018-12-04
5026,2019-11-24,1.0,136.60482,2018-12-04
5026,2019-12-09,1.0,136.60482,2018-12-04
5028,2019-12-18,2.0,83.958,2018-12-04
5030,2020-11-11,1.0,60.9,2018-12-04
5039,2019-08-01,1.0,1746.5,2018-12-04
5039,2020-01-31,1.0,2095.8,2018-12-04
5042,2020-08-22,1.0,115.269,2018-12-04
5042,2020-09-25,2.0,104.79,2018-12-04
5065,2020-02-20,1.0,461.769,2018-12-04
5073,2020-08-07,1.0,1057.98,2018-12-04
5075,2020-08-04,1.0,1242.78,2018-12-04
5086,2019-08-18,2.0,343.0,2018-12-04
5086,2020-08-06,1.0,452.76,2018-12-04
5089,2019-10-27,1.0,239.19,2018-12-04
5089,2019-11-06,2.0,239.19,2018-12-04
5090,2019-03-08,1.0,731.5,2018-12-04
5094,2021-01-29,1.0,50.358,2018-12-04
5095,2020-11-20,1.0,50.358,2018-12-04
5111,2020-06-27,1.0,39.27,2018-12-04
5121,2020-01-21,1.0,226.59,2018-12-04
5121,2020-05-25,1.0,249.249,2018-12-04
5123,2020-01-10,2.0,134.19,2018-12-04
5123,2020-04-05,1.0,147.609,2018-12-04
5123,2020-07-04,1.0,147.609,2018-12-04
5124,2019-03-08,2.0,111.95,2018-12-04
5134,2020-03-28,1.0,300.069,2018-12-04
5134,2020-08-02,1.0,300.069,2018-12-04
5135,2020-04-03,1.0,401.94,2018-12-04
5137,2019-11-16,1.0,66.99,2018-12-04
5137,2019-11-16,1.0,66.99,2018-12-04
5230,2020-01-30,1.0,251.79,2018-12-04
5230,2020-10-13,1.0,251.79,2018-12-04
5232,2020-02-24,1.0,170.708999,2018-12-04
5234,2019-07-27,1.0,125.825,2018-12-04
5237,2019-12-10,1.0,71.82,2018-12-04
5237,2020-02-20,1.0,79.002,2018-12-04
5237,2021-01-16,1.0,71.82,2018-12-04
5237,2021-01-21,1.0,71.82,2018-12-04
5258,2019-08-12,1.0,139.13735,2018-12-04
5386,2019-07-03,1.0,202.38735,2018-12-04
5410,2020-03-01,3.0,290.3868,2018-12-04
5428,2019-04-01,2.0,196.06235,2018-12-04
5579,2019-06-16,2.0,1448.9885,2018-12-04
5655,2021-01-23,1.0,417.43482,2018-12-04
5736,2019-02-25,2.0,322.56235,2018-12-04
5757,2019-12-14,1.0,65.988,2018-12-04
5771,2020-06-30,1.0,329.9868,2018-12-04
5773,2019-10-17,1.0,125.988,2018-12-04
5795,2020-11-12,1.0,53.11482,2018-12-04
5807,2020-05-16,1.0,91.06482,2018-12-04
5870,2019-08-27,1.0,341.53735,2018-12-04
5873,2019-08-14,1.0,494.4885,2018-12-04
5890,2019-07-09,1.0,486.0,2018-12-04
5890,2019-08-24,1.0,486.0,2018-12-04
5890,2019-10-22,1.0,583.2,2018-12-04
5890,2019-11-03,1.0,583.2,2018-12-04
5890,2019-11-11,1.0,583.2,2018-12-04
5913,2019-07-24,1.0,350.7385,2018-12-04
5939,2019-06-14,1.0,381.5,2018-12-04
5939,2020-07-18,1.0,503.58,2018-12-04
5949,2019-05-10,1.0,906.5,2018-12-04
5951,2020-01-31,2.0,499.8,2018-12-04
5971,2020-02-19,1.0,122.43,2018-12-04
5979,2019-08-02,1.0,206.325,2018-12-04
5979,2020-08-10,1.0,272.349,2018-12-04
5980,2020-07-05,1.0,207.9,2018-12-04
6056,2019-06-30,1.0,50.58735,2018-12-04
6056,2020-02-09,1.0,47.988,2018-12-04
6058,2019-12-05,1.0,158.4,2018-12-04
6069,2020-08-14,1.0,145.1868,2018-12-04
6071,2019-11-03,1.0,281.988,2018-12-04
6071,2020-12-01,1.0,281.988,2018-12-04
6072,2020-09-11,1.0,209.988,2018-12-04
6073,2019-10-17,1.0,209.988,2018-12-04
6088,2020-02-05,1.0,113.988,2018-12-04
6094,2020-08-29,1.0,392.04,2018-12-04
6094,2020-10-30,1.0,356.4,2018-12-04
6096,2020-11-07,1.0,133.2,2018-12-04
6107,2019-09-10,1.0,413.9885,2018-12-04
6182,2019-11-03,1.0,255.6,2018-12-04
6187,2020-10-05,1.0,105.935387,2018-12-04
6189,2019-07-22,4.0,88.53735,2018-12-04
6230,2020-02-19,2.0,200.359302,2018-12-04
6236,2020-05-05,2.0,348.48,2018-12-04
6250,2019-12-08,1.0,917.6862,2018-12-04
6295,2020-01-16,1.0,180.39,2018-12-04
6299,2020-05-20,1.0,350.889,2018-12-04
6302,2019-03-07,1.0,696.5,2018-12-04
6302,2019-11-20,1.0,835.8,2018-12-04
6302,2020-10-22,1.0,835.8,2018-12-04
6319,2019-07-31,1.0,367.5,2018-12-04
6319,2020-02-10,1.0,441.0,2018-12-04
6323,2019-05-27,1.0,290.325,2018-12-04
6324,2019-08-05,1.0,290.325,2018-12-04
6329,2020-06-04,1.0,1768.181819,2020-08-24
6336,2019-08-08,1.0,244.825,2018-12-04
6336,2019-09-24,1.0,244.825,2018-12-04
6336,2020-06-19,1.0,323.169,2018-12-04
6362,2020-10-31,1.0,159.389999,2018-12-04
6460,2019-03-24,1.0,731.5,2018-12-04
6497,2020-04-01,1.0,378.4,2018-12-04
6527,2019-09-03,1.0,437.5,2018-12-04
6527,2019-11-22,1.0,525.0,2018-12-04
6540,2019-06-11,1.0,1151.5,2018-12-04
6634,2020-07-12,1.0,372.272727,2018-12-04
6648,2020-02-07,1.0,309.421488,2018-12-04
6657,2020-12-06,1.0,457.8,2018-12-04
6657,2020-12-07,1.0,457.8,2018-12-04
6658,2021-01-15,1.0,149.96836299999998,2018-12-04
6694,2020-11-04,1.0,335.79,2018-12-04
6770,2020-08-05,1.0,166.636363,2018-12-04
6771,2020-02-15,1.0,354.545454,2018-12-04
6771,2020-08-10,2.0,354.545454,2018-12-04
